!CSV A.01.01
!Agilent Technologies,N5222A,MY51421451,A.09.90.02
!Agilent N5222A: A.09.90.02
!Date: Saturday, January 18, 2014 13:58:10
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
4000000000,-38.497505,-120.14191,-0.86685902,131.07747,-0.86539441,131.13148,-36.412445,-151.28548
4000312500,-38.453266,-122.87,-0.85646874,131.07899,-0.84955329,131.02319,-36.07494,-151.69917
4000625000,-38.537701,-121.43746,-0.8606779,130.85661,-0.85721755,130.83054,-36.056713,-152.12157
4000937500,-38.62661,-120.16512,-0.86449832,130.65518,-0.86093104,130.6534,-36.085758,-152.5856
4001250000,-38.644112,-119.22429,-0.86166441,130.44939,-0.86443758,130.47969,-36.106377,-152.98923
4001562500,-38.517799,-118.41394,-0.86650336,130.28474,-0.86696899,130.31654,-36.047977,-152.5972
4001875000,-38.545296,-118.89164,-0.86282659,130.12454,-0.86708957,130.1787,-36.237389,-151.99329
4002187500,-38.382652,-119.22894,-0.86309469,129.96965,-0.86756152,130.02802,-36.376816,-151.14151
4002500000,-38.29734,-119.8863,-0.86400592,129.84239,-0.86662239,129.8631,-36.334229,-150.78644
4002812500,-38.288521,-120.16169,-0.86594528,129.68033,-0.86338353,129.68971,-36.452404,-150.50304
4003125000,-38.358444,-120.40434,-0.86407715,129.5264,-0.86648923,129.54005,-36.546329,-150.49951
4003437500,-38.417439,-121.84579,-0.86625391,129.35742,-0.86773676,129.37106,-36.494442,-151.50568
4003750000,-38.421291,-121.9304,-0.86807984,129.19159,-0.86374718,129.23941,-36.580826,-152.07321
4004062500,-38.455147,-123.21805,-0.86995202,129.04605,-0.86595583,129.06462,-36.48698,-153.75035
4004375000,-38.530811,-123.8913,-0.86884612,128.86153,-0.86718643,128.89603,-36.545284,-153.20189
4004687500,-38.556835,-124.20748,-0.86621243,128.70021,-0.86807013,128.7511,-36.532997,-152.96648
4005000000,-38.652531,-125.00076,-0.86382973,128.56146,-0.86502141,128.59215,-36.557838,-152.77272
4005312500,-38.604412,-124.86375,-0.86352241,128.40962,-0.86457616,128.4409,-36.547012,-152.35269
4005625000,-38.545597,-124.74573,-0.86115825,128.24078,-0.86654747,128.27339,-36.506855,-152.53082
4005937500,-38.662323,-125.1887,-0.86174273,128.09157,-0.86335313,128.11446,-36.42667,-152.08711
4006250000,-38.541183,-124.71937,-0.86134613,127.91953,-0.86302435,127.97731,-36.427628,-152.52171
4006562500,-38.534981,-123.13842,-0.86359304,127.76711,-0.86543471,127.82168,-36.397655,-153.26216
4006875000,-38.48983,-122.52573,-0.86078417,127.61147,-0.86404335,127.64438,-36.419113,-153.73195
4007187500,-38.375507,-121.99296,-0.86543572,127.45255,-0.86392206,127.48797,-36.418488,-153.73364
4007500000,-38.393715,-121.66037,-0.86488044,127.31476,-0.86453938,127.32298,-36.471153,-154.18855
4007812500,-38.544933,-122.66724,-0.86411071,127.1556,-0.86650032,127.16314,-36.57103,-154.25075
4008125000,-38.795971,-122.8335,-0.86766791,126.9705,-0.86555964,127.01809,-36.710453,-153.31163
4008437500,-38.839489,-123.60002,-0.8690964,126.83507,-0.86437809,126.86558,-36.906532,-153.49429
4008750000,-39.047688,-123.4481,-0.86804599,126.68154,-0.86485147,126.68627,-37.008942,-153.51376
4009062500,-39.148129,-124.84104,-0.86662269,126.50998,-0.86644137,126.52162,-36.855446,-154.21158
4009375000,-39.211102,-124.56638,-0.86685354,126.35775,-0.8645829,126.38008,-36.762375,-154.86212
4009687500,-39.151775,-124.74194,-0.86179817,126.19545,-0.86665666,126.23231,-36.66518,-155.67149
4010000000,-39.107086,-125.38532,-0.86579305,126.04256,-0.86565679,126.05124,-36.496605,-157.4823
4010312500,-39.190392,-124.58698,-0.86573517,125.87167,-0.8640238,125.91597,-36.477577,-157.96449
4010625000,-39.198566,-124.45834,-0.86438942,125.7244,-0.86567974,125.77267,-36.456455,-157.79945
4010937500,-39.097343,-124.96896,-0.86515671,125.55692,-0.86675096,125.57838,-36.53537,-156.98251
4011250000,-39.0065,-125.29004,-0.86573231,125.4143,-0.86539334,125.42901,-36.541508,-156.57875
4011562500,-39.028736,-125.51104,-0.86747998,125.24362,-0.86241436,125.27844,-36.580376,-156.43588
4011875000,-39.112755,-125.91743,-0.86692792,125.06239,-0.86453247,125.09224,-36.729546,-156.0432
